date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2016-06-16,865,865,840,845,64139600,0,0,0,0
2016-06-17,840,850,800,800,127461100,0,0,0,0
2016-06-20,815,850,815,845,86181500,0,0,0,0
2016-06-21,855,865,840,845,92011600,0,0,0,0
2016-06-22,850,870,845,845,81429700,0,0,0,0
2016-06-23,850,865,840,850,96179200,0,0,0,0
2016-06-24,850,855,805,840,72701300,0,0,0,0
2016-06-27,830,840,820,835,22530000,0,0,0,0
2016-06-28,835,865,830,855,58494900,0,0,0,0
2016-06-29,865,885,845,855,69076000,0,0,0,0
2016-06-30,860,1090,860,1040,1098602600,0,0,0,0
2016-07-01,860,895,860,885,73994700,0,0,0,0
2016-07-11,900,940,900,925,122161400,0,0,0,0
2016-07-12,930,980,915,970,120026800,0,0,0,0
2016-07-13,1025,1075,990,1025,108673800,0,0,0,0
2016-07-14,1045,1070,1030,1040,60585100,0,0,0,0
2016-07-15,1045,1060,995,995,84782600,0,0,0,0
2016-07-18,1020,1040,1005,1030,54946100,0,0,0,0
2016-07-19,1030,1050,1015,1025,73371200,0,0,0,0
2016-07-20,1020,1065,1020,1035,71954300,0,0,0,0
2016-07-21,1050,1055,1035,1055,45179900,0,0,0,0
2016-07-22,1055,1060,1040,1050,52971200,0,0,0,0
2016-07-25,1045,1070,1030,1070,57399500,0,0,0,0
2016-07-26,1070,1090,1060,1060,25771800,0,0,0,0
2016-07-27,1065,1065,1025,1045,51285000,0,0,0,0
2016-07-28,1045,1070,1035,1060,35854700,0,0,0,0
2016-07-29,1055,1070,1000,1040,59644500,0,0,0,0
2016-07-31,1040,1200,1015,1150,1351939000,0,0,0,0
2016-08-01,1040,1045,1015,1040,30694600,0,0,0,0
2016-08-02,1055,1120,1055,1105,127834300,0,0,0,0
2016-08-03,1105,1190,1105,1140,113150500,0,0,0,0
2016-08-04,1110,1185,1110,1110,88600800,0,0,0,0
2016-08-05,1120,1155,1120,1145,59447500,0,0,0,0
2016-08-08,1150,1165,1140,1150,48490400,0,0,0,0
2016-08-09,1170,1200,1155,1200,54767900,0,0,0,0
2016-08-10,1200,1200,1140,1155,40375000,0,0,0,0
2016-08-11,1145,1145,1085,1085,50895300,0,0,0,0
2016-08-12,1130,1145,1110,1135,59554300,0,0,0,0
2016-08-15,1140,1150,1105,1120,27618900,0,0,0,0
2016-08-16,1120,1170,1110,1145,76650200,0,0,0,0
2016-08-18,1160,1175,1150,1170,47235700,0,0,0,0
2016-08-19,1150,1165,1100,1105,84563100,0,0,0,0
2016-08-22,1110,1130,1100,1115,29897500,0,0,0,0
2016-08-23,1115,1115,1065,1080,54612400,0,0,0,0
2016-08-24,1090,1090,1055,1060,31402200,0,0,0,0
2016-08-25,1060,1105,1055,1100,41764000,0,0,0,0
2016-08-26,1100,1115,1065,1080,27860900,0,0,0,0
2016-08-29,1080,1095,1050,1065,28237000,0,0,0,0
2016-08-30,1100,1135,1070,1135,88037400,0,0,0,0
2016-08-31,1150,1290,1105,1205,917589700,0,0,0,0
2016-09-01,1150,1190,1135,1185,60263500,0,0,0,0
2016-09-02,1175,1190,1160,1170,20989900,0,0,0,0
2016-09-05,1180,1220,1180,1220,50015300,0,0,0,0
2016-09-06,1230,1245,1215,1225,28467400,0,0,0,0
2016-09-07,1240,1250,1205,1245,55199000,0,0,0,0
2016-09-08,1245,1285,1215,1270,78698900,0,0,0,0
2016-09-09,1270,1275,1230,1270,28946000,0,0,0,0
2016-09-13,1250,1250,1150,1165,51705000,0,0,0,0
2016-09-14,1150,1150,1105,1120,48057700,0,0,0,0
2016-09-15,1120,1170,1115,1165,48206400,0,0,0,0
2016-09-16,1180,1195,1155,1165,57762400,0,0,0,0
2016-09-19,1180,1210,1180,1185,30242400,0,0,0,0
2016-09-20,1185,1195,1165,1180,38388700,0,0,0,0
2016-09-21,1175,1180,1160,1170,22453600,0,0,0,0
2016-09-22,1185,1230,1185,1185,53816300,0,0,0,0
2016-09-23,1210,1230,1190,1210,43307900,0,0,0,0
2016-09-26,1210,1215,1190,1200,13874600,0,0,0,0
2016-09-27,1215,1215,1185,1210,47181600,0,0,0,0
2016-09-28,1215,1215,1175,1200,28554700,0,0,0,0
2016-09-29,1230,1290,1230,1280,72292600,0,0,0,0
2016-09-30,1250,1605,1250,1585,1026688400,0,0,0,0
2016-10-03,1250,1300,1250,1300,41784300,0,0,0,0
2016-10-04,1325,1345,1305,1305,54970000,0,0,0,0
2016-10-05,1305,1325,1280,1290,32273300,0,0,0,0
2016-10-06,1320,1370,1315,1360,85124600,0,0,0,0
2016-10-07,1365,1380,1335,1375,44233200,0,0,0,0
2016-10-10,1370,1400,1345,1385,40670700,0,0,0,0
2016-10-11,1400,1415,1375,1400,53416100,0,0,0,0
2016-10-12,1390,1410,1385,1405,30869600,0,0,0,0
2016-10-13,1415,1430,1405,1405,29637300,0,0,0,0
2016-10-14,1405,1425,1390,1425,35534000,0,0,0,0
2016-10-17,1435,1480,1435,1460,46657000,0,0,0,0
2016-10-18,1480,1520,1440,1440,52587500,0,0,0,0
2016-10-19,1485,1545,1485,1530,88032300,0,0,0,0
2016-10-20,1530,1540,1505,1510,35639200,0,0,0,0
2016-10-21,1510,1545,1450,1500,112802300,0,0,0,0
2016-10-24,1500,1540,1495,1525,26332800,0,0,0,0
2016-10-25,1540,1540,1520,1525,19755500,0,0,0,0
2016-10-26,1545,1595,1545,1555,70986300,0,0,0,0
2016-10-27,1590,1605,1535,1550,60630600,0,0,0,0
2016-10-28,1565,1585,1555,1580,41690800,0,0,0,0
2016-10-31,1605,1735,1465,1530,1680399800,0,0,0,0
2016-11-01,1605,1650,1605,1640,64328600,0,0,0,0
2016-11-02,1650,1735,1645,1720,69373700,0,0,0,0
2016-11-03,1700,1710,1630,1640,45976000,0,0,0,0
2016-11-04,1605,1670,1580,1670,80230500,0,0,0,0
2016-11-07,1685,1710,1675,1685,36378900,0,0,0,0
2016-11-08,1700,1720,1610,1630,91928100,0,0,0,0
2016-11-09,1635,1645,1475,1570,188671200,0,0,0,0
2016-11-10,1610,1685,1610,1650,129577500,0,0,0,0
2016-11-11,1590,1695,1550,1660,118022100,0,0,0,0
2016-11-14,1650,1680,1605,1605,73161300,0,0,0,0
2016-11-15,1595,1650,1465,1465,95555500,0,0,0,0
2016-11-16,1490,1555,1490,1535,108525500,0,0,0,0
2016-11-17,1530,1555,1500,1515,56885800,0,0,0,0
2016-11-18,1500,1535,1480,1500,50646700,0,0,0,0
2016-11-21,1500,1540,1480,1530,34181400,0,0,0,0
2016-11-22,1555,1620,1550,1620,65668600,0,0,0,0
2016-11-23,1650,1680,1595,1630,84238600,0,0,0,0
2016-11-24,1635,1665,1620,1645,55037100,0,0,0,0
2016-11-25,1665,1675,1635,1640,17422900,0,0,0,0
2016-11-28,1660,1685,1645,1680,49400600,0,0,0,0
2016-11-29,1680,1700,1630,1630,49141800,0,0,0,0
2016-11-30,1580,1770,1580,1695,713093900,0,0,0,0
2016-12-01,1580,1620,1580,1610,46421900,0,0,0,0
2016-12-02,1620,1670,1615,1665,45361800,0,0,0,0
2016-12-05,1680,1735,1665,1730,94942900,0,0,0,0
2016-12-06,1745,1770,1720,1730,57692500,0,0,0,0
2016-12-07,1695,1720,1660,1710,37697300,0,0,0,0
2016-12-08,1710,1710,1620,1650,36140400,0,0,0,0
2016-12-09,1685,1700,1665,1680,28128900,0,0,0,0
2016-12-13,1700,1715,1675,1700,44345000,0,0,0,0
2016-12-14,1710,1710,1685,1690,28482200,0,0,0,0
2016-12-15,1680,1700,1665,1670,25856300,0,0,0,0
2016-12-16,1690,1710,1660,1660,64458900,0,0,0,0
2016-12-19,1685,1710,1675,1695,50934400,0,0,0,0
2016-12-20,1710,1710,1665,1700,16041800,0,0,0,0
2016-12-21,1710,1710,1670,1670,22800100,0,0,0,0
2016-12-22,1690,1695,1650,1680,23636200,0,0,0,0
2016-12-23,1680,1705,1655,1655,22587100,0,0,0,0
2016-12-27,1670,1685,1665,1675,7093300,0,0,0,0
2016-12-28,1695,1700,1675,1690,17844800,0,0,0,0
2016-12-29,1700,1705,1680,1690,15516000,0,0,0,0
2016-12-30,1660,1705,1660,1695,27112100,0,0,0,0
2016-12-31,1695,1760,1655,1695,493259400,0,0,0,0
2017-01-02,1695,1695,1695,1695,0,0,0,0,0
2017-01-03,1690,1750,1685,1740,64546200,0,0,0,0
2017-01-04,1730,1735,1690,1700,45023900,0,0,0,0
2017-01-05,1695,1710,1660,1665,34668500,0,0,0,0
2017-01-06,1660,1705,1655,1695,24130100,0,0,0,0
2017-01-09,1700,1720,1685,1720,25338200,0,0,0,0
2017-01-10,1695,1705,1680,1685,19228600,0,0,0,0
2017-01-11,1720,1760,1700,1745,54843500,0,0,0,0
2017-01-12,1750,1750,1715,1715,22256200,0,0,0,0
2017-01-13,1730,1735,1685,1700,27517400,0,0,0,0
2017-01-16,1700,1725,1700,1700,11682200,0,0,0,0
2017-01-17,1680,1705,1680,1700,12044700,0,0,0,0
2017-01-18,1720,1740,1715,1720,19893500,0,0,0,0
2017-01-19,1730,1735,1715,1730,17767700,0,0,0,0
2017-01-20,1745,1745,1715,1730,18622800,0,0,0,0
2017-01-23,1735,1740,1720,1725,11682100,0,0,0,0
2017-01-24,1735,1740,1725,1725,17448100,0,0,0,0
2017-01-25,1740,1740,1725,1740,21238900,0,0,0,0
2017-01-26,1750,1750,1700,1730,17003400,0,0,0,0
2017-01-27,1700,1725,1700,1725,7549500,0,0,0,0
2017-01-30,1705,1730,1705,1715,6144700,0,0,0,0
2017-01-31,1705,1755,1615,1695,493323300,0,0,0,0
2017-02-01,1705,1750,1705,1750,28542200,0,0,0,0
2017-02-02,1750,1755,1725,1740,16078400,0,0,0,0
2017-02-03,1740,1750,1720,1720,17623300,0,0,0,0
2017-02-06,1740,1745,1730,1740,17116700,0,0,0,0
2017-02-07,1735,1740,1730,1730,17813600,0,0,0,0
2017-02-08,1740,1740,1705,1720,12684700,0,0,0,0
2017-02-09,1720,1730,1705,1725,24666600,0,0,0,0
2017-02-10,1715,1715,1685,1710,29824200,0,0,0,0
2017-02-13,1715,1725,1670,1680,29121800,0,0,0,0
2017-02-14,1670,1675,1615,1645,58748000,0,0,0,0
2017-02-15,1645,1645,1645,1645,0,0,0,0,0
2017-02-16,1660,1700,1660,1700,53570200,0,0,0,0
2017-02-17,1705,1705,1660,1660,24950900,0,0,0,0
2017-02-20,1680,1700,1670,1695,14330400,0,0,0,0
2017-02-21,1710,1725,1700,1720,39430000,0,0,0,0
2017-02-22,1720,1725,1665,1705,29513100,0,0,0,0
2017-02-23,1690,1715,1685,1715,11193200,0,0,0,0
2017-02-24,1720,1720,1690,1700,13866500,0,0,0,0
2017-02-27,1700,1705,1695,1700,16028100,0,0,0,0
2017-02-28,1680,1845,1565,1750,648633800,0,0,0,0
2017-03-01,1680,1690,1665,1675,23179100,0,0,0,0
2017-03-02,1680,1690,1675,1685,12969000,0,0,0,0
2017-03-03,1665,1705,1665,1685,16079900,0,0,0,0
2017-03-06,1685,1700,1680,1685,9311300,0,0,0,0
2017-03-07,1680,1710,1675,1695,23368200,0,0,0,0
2017-03-08,1750,1755,1690,1695,69809100,0,0,0,0
2017-03-09,1685,1695,1670,1685,17433100,0,0,0,0
2017-03-10,1700,1700,1590,1600,55449200,0,0,0,0
2017-03-13,1600,1645,1565,1625,29009300,0,0,0,0
2017-03-14,1650,1670,1640,1645,23629800,0,0,0,0
2017-03-15,1630,1665,1630,1650,16524800,0,0,0,0
2017-03-16,1670,1690,1660,1680,24912500,0,0,0,0
2017-03-17,1690,1705,1675,1705,49817500,0,0,0,0
2017-03-20,1675,1710,1675,1705,9995300,0,0,0,0
2017-03-21,1700,1730,1695,1730,25645900,0,0,0,0
2017-03-22,1700,1730,1690,1730,35870700,0,0,0,0
2017-03-23,1740,1750,1720,1740,46791000,0,0,0,0
2017-03-24,1750,1780,1745,1770,33650400,0,0,0,0
2017-03-27,1800,1800,1780,1800,25153600,0,0,0,0
2017-03-29,1800,1845,1800,1820,44937800,0,0,0,0
2017-03-30,1820,1830,1800,1820,19278400,0,0,0,0
2017-03-31,1780,1940,1770,1775,503360500,0,0,0,0
2017-04-03,1780,1835,1775,1805,34277600,0,0,0,0
2017-04-04,1855,1940,1855,1930,110585100,0,0,0,0
2017-04-05,1930,1930,1930,1930,0,0,0,0,0
2017-04-06,1885,1895,1840,1895,24786100,0,0,0,0
2017-04-07,1910,1920,1865,1890,32926400,0,0,0,0
2017-04-10,1910,1920,1870,1890,23679400,0,0,0,0
2017-04-11,1850,1890,1850,1870,31043800,0,0,0,0
2017-04-12,1880,1895,1855,1890,21718200,0,0,0,0
2017-04-13,1890,1890,1860,1860,12910600,0,0,0,0
2017-04-17,1880,1880,1850,1850,10840000,0,0,0,0
2017-04-18,1850,1870,1830,1835,22643200,0,0,0,0
2017-04-19,1835,1835,1835,1835,0,0,0,0,0
2017-04-20,1870,1885,1835,1840,23278400,0,0,0,0
2017-04-21,1820,1850,1815,1840,22973500,0,0,0,0
2017-04-25,1850,1850,1820,1845,25227200,0,0,0,0
2017-04-26,1825,1845,1785,1820,51670000,0,0,0,0
2017-04-27,1820,1850,1820,1840,22207500,0,0,0,0
2017-04-28,1840,1850,1770,1775,32593500,0,0,0,0
2017-04-30,1775,1795,1395,1520,868450000,0,0,0,0
2017-05-02,1780,1795,1720,1720,31553500,0,0,0,0
2017-05-03,1725,1750,1625,1630,37559400,0,0,0,0
2017-05-04,1630,1660,1610,1615,45507300,0,0,0,0
2017-05-05,1615,1620,1560,1560,40484900,0,0,0,0
2017-05-08,1585,1630,1575,1615,50216600,0,0,0,0
2017-05-09,1610,1620,1510,1550,53514900,0,0,0,0
2017-05-10,1550,1565,1460,1495,78771200,0,0,0,0
2017-05-12,1510,1560,1475,1480,73840800,0,0,0,0
2017-05-15,1505,1515,1440,1485,34002000,0,0,0,0
2017-05-16,1495,1500,1460,1465,24005800,0,0,0,0
2017-05-17,1470,1470,1410,1410,43935600,0,0,0,0
2017-05-18,1400,1455,1395,1435,56987500,0,0,0,0
2017-05-19,1450,1535,1430,1465,46142400,0,0,0,0
2017-05-22,1500,1515,1415,1435,69669700,0,0,0,0
2017-05-23,1450,1490,1445,1475,46527800,0,0,0,0
2017-05-24,1455,1485,1450,1480,21829400,0,0,0,0
2017-05-26,1500,1500,1460,1485,34577500,0,0,0,0
2017-05-29,1485,1490,1465,1465,7618700,0,0,0,0
2017-05-30,1465,1475,1455,1460,18713800,0,0,0,0
2017-05-31,1520,1670,1465,1580,489730100,0,0,0,0
2017-06-01,1520,1520,1520,1520,0,0,0,0,0
2017-06-02,1500,1525,1465,1470,47258500,0,0,0,0
2017-06-05,1510,1550,1490,1545,39833400,0,0,0,0
2017-06-06,1550,1630,1545,1605,57539800,0,0,0,0
2017-06-07,1610,1625,1590,1600,18580900,0,0,0,0
2017-06-08,1620,1620,1575,1575,15002900,0,0,0,0
2017-06-09,1590,1610,1555,1555,22634400,0,0,0,0
2017-06-12,1565,1570,1540,1540,7415300,0,0,0,0
2017-06-13,1560,1600,1540,1600,20376200,0,0,0,0
2017-06-14,1615,1660,1590,1660,60055000,0,0,0,0
2017-06-15,1660,1660,1635,1645,25642000,0,0,0,0
2017-06-16,1645,1670,1585,1605,44650700,0,0,0,0
2017-06-19,1600,1610,1555,1565,21181900,0,0,0,0
2017-06-20,1585,1645,1580,1640,66950700,0,0,0,0
2017-06-21,1630,1635,1595,1595,15494100,0,0,0,0
2017-06-22,1600,1630,1575,1580,27114300,0,0,0,0
2017-06-23,1580,1580,1580,1580,0,0,0,0,0
2017-06-26,1580,1580,1580,1580,0,0,0,0,0
2017-06-27,1580,1580,1580,1580,0,0,0,0,0
2017-06-28,1580,1580,1580,1580,0,0,0,0,0
2017-06-29,1580,1580,1580,1580,0,0,0,0,0
2017-06-30,1600,1850,1565,1785,732256900,0,0,0,0
2017-07-03,1600,1635,1565,1630,53981900,0,0,0,0
2017-07-04,1635,1645,1575,1580,36973300,0,0,0,0
2017-07-05,1605,1630,1600,1620,31210300,0,0,0,0
2017-07-06,1630,1645,1615,1635,37777600,0,0,0,0
2017-07-07,1625,1640,1610,1610,22292300,0,0,0,0
2017-07-10,1600,1630,1585,1595,13593800,0,0,0,0
2017-07-11,1625,1625,1595,1615,13133100,0,0,0,0
2017-07-12,1600,1670,1600,1665,58888300,0,0,0,0
2017-07-13,1665,1675,1615,1625,40182900,0,0,0,0
2017-07-14,1640,1665,1630,1665,26608600,0,0,0,0
2017-07-17,1665,1700,1660,1700,22112900,0,0,0,0
2017-07-18,1700,1700,1685,1695,21194300,0,0,0,0
2017-07-19,1700,1805,1700,1765,79033100,0,0,0,0
2017-07-20,1765,1820,1750,1820,66565000,0,0,0,0
2017-07-21,1820,1830,1795,1820,29867000,0,0,0,0
2017-07-24,1790,1835,1775,1835,39712700,0,0,0,0
2017-07-25,1810,1830,1790,1830,34659200,0,0,0,0
2017-07-26,1830,1850,1800,1800,33543800,0,0,0,0
2017-07-27,1805,1815,1760,1800,24454400,0,0,0,0
2017-07-28,1800,1830,1790,1825,24778400,0,0,0,0
2017-07-31,1825,1995,1805,1825,797750800,0,0,0,0
2017-08-01,1825,1895,1825,1860,75698700,0,0,0,0
2017-08-02,1895,1920,1840,1895,49377700,0,0,0,0
2017-08-03,1895,1895,1840,1845,24517600,0,0,0,0
2017-08-04,1845,1895,1830,1870,28084500,0,0,0,0
2017-08-07,1870,1885,1830,1850,25728500,0,0,0,0
2017-08-08,1850,1870,1845,1870,27223700,0,0,0,0
2017-08-09,1860,1865,1805,1805,37514900,0,0,0,0
2017-08-10,1815,1855,1815,1850,27151300,0,0,0,0
2017-08-11,1845,1850,1820,1820,24666300,0,0,0,0
2017-08-14,1825,1870,1825,1850,23362000,0,0,0,0
2017-08-15,1850,1865,1850,1855,26960900,0,0,0,0
2017-08-16,1850,1885,1840,1880,27583200,0,0,0,0
2017-08-17,1880,1880,1880,1880,0,0,0,0,0
2017-08-18,1850,1900,1850,1875,39407200,0,0,0,0
2017-08-21,1875,1885,1850,1865,15652700,0,0,0,0
2017-08-22,1850,1875,1850,1860,28325500,0,0,0,0
2017-08-23,1875,1970,1865,1955,92325800,0,0,0,0
2017-08-24,1955,1995,1945,1965,43790500,0,0,0,0
2017-08-25,1970,1985,1935,1945,26148400,0,0,0,0
2017-08-28,1955,1965,1885,1890,36038400,0,0,0,0
2017-08-29,1930,1950,1850,1870,56692000,0,0,0,0
2017-08-30,1885,1890,1870,1890,34194500,0,0,0,0
2017-08-31,1825,1930,1630,1825,706436700,0,0,0,0
2017-09-01,1825,1825,1825,1825,0,0,0,0,0
2017-09-04,1840,1840,1785,1815,19275800,0,0,0,0
2017-09-05,1815,1885,1785,1860,26460200,0,0,0,0
2017-09-06,1865,1890,1865,1890,40939100,0,0,0,0
2017-09-07,1890,1890,1840,1865,30151800,0,0,0,0
2017-09-08,1860,1890,1860,1885,27033500,0,0,0,0
2017-09-11,1890,1920,1875,1900,37553500,0,0,0,0
2017-09-12,1920,1930,1860,1865,32362800,0,0,0,0
2017-09-13,1865,1865,1680,1715,64250100,0,0,0,0
2017-09-14,1740,1800,1720,1740,58907100,0,0,0,0
2017-09-15,1770,1775,1700,1775,54161700,0,0,0,0
2017-09-18,1775,1820,1750,1820,25834700,0,0,0,0
2017-09-19,1840,1875,1805,1870,37614900,0,0,0,0
2017-09-20,1870,1875,1835,1860,24187800,0,0,0,0
2017-09-21,1860,1860,1860,1860,0,0,0,0,0
2017-09-22,1830,1850,1815,1815,23513300,0,0,0,0
2017-09-25,1810,1815,1755,1755,19242300,0,0,0,0
2017-09-26,1760,1780,1710,1710,27300600,0,0,0,0
2017-09-27,1670,1685,1630,1670,47059800,0,0,0,0
2017-09-28,1680,1825,1665,1765,57372600,0,0,0,0
2017-09-29,1770,1830,1730,1825,53215100,0,0,0,0
